row_index,name,value_chain_position,semiconductor_relevance,capabilities,end_markets,india_angle,summary,technical_expertise,status,inferred_field_count,model
508,Truechip Solutions Private Limited India App ID: SE26-Q18YR,EDA/IP,High,Verification IPs | Design and Verification solutions | SOC Verification,ASIC | FPGA | SOC,Truechip has a significant presence in India with operations in Noida and Bengaluru.,"Truechip Solutions Private Limited is a leading provider of Verification IPs and design and verification solutions, which help accelerate design processes and reduce costs and risks in the development of ASICs, FPGAs, and SOCs. The company offers a unique 24x5 support model and has a global footprint with sales coverage across North America, Europe, and Asia.",SystemVerilog | UVM | Protocol Verification,ok,0,gpt-4o
509,Truesilicon Technology Private Limited,EDA/IP,High,High-performance Silicon IP solutions | Scalable IP blocks | Advanced IP blocks for AI and IoT,AI | IoT | Automotive | Edge Computing,,"Truesilicon Technology Private Limited specializes in providing high-performance, scalable Silicon IP solutions designed to enhance next-generation semiconductor designs. Their IP portfolio supports diverse applications including AI, IoT, automotive, and edge computing, focusing on precision, efficiency, and flexibility.",Silicon IP design | Scalable IP integration | Advanced semiconductor innovations,ok,0,gpt-4o
510,TRUMPF (India) Pvt. Ltd.,Other,,,,,,,empty-input,0,gpt-4o
511,TUBACEX SERVICE SOLUTIONS INDIA PVT LTD,Materials,Low,Stainless steel tubing | Corrosion-resistant materials,Advanced Packaging | Aerospace and Defence,Tubacex Service Solutions India Pvt Ltd is involved in manufacturing and supplying stainless steel tubing and pipes in India.,"Tubacex Service Solutions India Pvt Ltd specializes in manufacturing and supplying stainless steel tubing and corrosion-resistant materials. While their primary focus is on critical industrial applications, their materials can be used in semiconductor manufacturing environments where corrosion resistance is crucial.",Corrosion-resistant materials | High-nickel alloys,ok,0,gpt-4o
512,UHP Technologies Pvt Ltd,Facility & Infrastructure,Medium,Turnkey Engineering Solution for Clean Rooms | Ultra High Purity Gases & Chemicals Delivery Systems | DI Water Transfer System,Semiconductor | PV Solar | Pharma,"UHP Technologies Pvt Ltd has a significant presence in India with offices in Bengaluru and Navi Mumbai, focusing on engineering solutions.","UHP Technologies Pvt Ltd specializes in providing turnkey engineering solutions for clean rooms and high purity gas and chemical delivery systems, which are critical for semiconductor manufacturing facilities. Their expertise extends to designing and implementing DI water transfer systems, supporting various high-tech industries including semiconductors.",Ultra High Purity Systems | Clean Room Engineering,ok,0,gpt-4o
513,ULVAC Singapore Pte Ltd India Branch,Equipment,High,Physical Vapor Deposition (PVD) | Chemical Vapor Deposition (CVD) | Etching,Logic | Memory | Power | Automotive,"ULVAC Singapore Pte Ltd India Branch indicates a regional presence, but specific strategies or operations in India are not detailed.","ULVAC is a leading provider of vacuum technologies and manufacturing solutions, specializing in equipment for critical wafer fabrication processes such as PVD, CVD, and etching. Their technologies support the production of advanced semiconductor devices, contributing to sectors like AI, IoT, and automotive electronics.",Vacuum engineering | Thin film deposition | Plasma processing,ok,0,gpt-4o
514,UNICORN ENTERPRISE,Other,,,,,,,empty-input,0,gpt-4o
515,UNIMARK HI-TECH SOLUTIONS LLP,Equipment,Medium,Sales and service of semiconductor capital equipment | Technical engagement during equipment selection,Logic | Memory | Advanced Packaging,Unimark Hi-Tech Solutions LLP is focused on providing a world-class experience for buying high-tech equipment in South Asia.,Unimark Hi-Tech Solutions LLP is a sales and service agency representing manufacturers of capital equipment in the semiconductor industry. They engage deeply with customers to recommend and support the best-suited machines for efficient manufacturing processes.,Technical engagement in equipment selection,ok,0,gpt-4o
516,Unites Systems a.s.,Test & Measurement,High,Automated Test Equipment (ATE) | Semiconductor testing and measurement services,Automotive | Aerospace | Military | Medical | Consumer Electronics,,"UNITES Systems a.s. specializes in the development and manufacturing of Automated Test Equipment (ATE) for semiconductor testing and measurement. Their products and services cater to various industries, including automotive, aerospace, and consumer electronics, with a global presence in regions such as Europe, the USA, and Asia.",Automated Test Equipment | Semiconductor testing technologies,ok,0,gpt-4o
517,UST,Other,,,,,,,empty-input,0,gpt-4o
518,Uttar Pradesh Electronics Corporation Limited,Other,,,,,,,empty-input,0,gpt-4o
519,VADILAL CHEMICALS LIMITED,Other,,,,,,,empty-input,0,gpt-4o
520,Vaisala India Private Limited,Test & Measurement,Medium,Humidity and temperature measurement probes | Dew point transmitters for semiconductor environments,Logic | Advanced Packaging,,"Vaisala India Private Limited specializes in providing precise measurement instruments crucial for semiconductor manufacturing processes. Their products, such as humidity and temperature probes and dew point transmitters, are designed to ensure optimal conditions in wafer processing and testing environments.",Humidity measurement | Dew point measurement,ok,0,gpt-4o
521,"Valex Semiconductor Materials (zhejiang) Co.,Ltd",Materials,High,Ultra-High Purity Electropolished Stainless Steel Tube | High-Purity Ball Valves | Manifolds & Integrated Assemblies,Semiconductor | TFT/LCD | Solar,,"Valex Semiconductor Materials (Zhejiang) Co., Ltd specializes in providing ultra-high purity electropolished stainless steel tubes and components essential for semiconductor manufacturing. Their product portfolio includes high-purity ball valves and integrated assemblies, catering to the stringent requirements of the semiconductor industry.",Ultra-high purity stainless steel processing | Electropolishing technology,ok,0,gpt-4o
522,VAT Singapore Pte Ltd,Equipment,High,High performance vacuum valves | Vacuum systems,Logic | Memory | Displays,Driving Precision. Powering Progress. at Semicon India 2026,"VAT Singapore Pte Ltd is a leader in high vacuum solutions, providing essential equipment such as vacuum valves and systems for semiconductor manufacturing. Their products are crucial for processes requiring precise vacuum environments, supporting the production of semiconductors, displays, and digital technologies.",Ultra-high vacuum systems,ok,0,gpt-4o
523,Vayusodh Applied Systems and Technologies LLP,Facility & Infrastructure,High,Design support for process utilities | Ultra-high purity gas systems | Hazardous chemical handling,Semiconductor | Photovoltaic,The company is the first Indian entity providing detailed design support for process utilities in the semiconductor industry.,"Vayusodh Applied Systems and Technologies LLP specializes in designing and delivering process utility solutions for semiconductor and photovoltaic industries. They focus on creating high-quality, safe systems for ultra-high purity gases and hazardous chemicals, ensuring compliance with global safety standards.",Ultra-high purity gas systems | Hazardous chemical handling | AI integration in facility design,ok,0,gpt-4o
